#File name: D:\kx02量子试验计划制定软件\plan test\J2K2CZ05-for Quantum_v1.2\2月16日下午短期计划\SE201702160114LJ\KX02_SE_B20170216_01_14LJ_deframe.txt
#Satellite: DAMPE
#REF_FRAME: J2000
#Created: 2017-02-16T15:23:23
#Created: 2017-02-16T15:23:23
#Prepared by University of Science and Technology of China
#Please send comments and suggestions to lfz@ustc.edu.cn
#-----------------------------------------------------------------------------------------------
实验任务类型:星地量子纠缠分发
地面站代号:LJZ
N T B Lon Lat Alt X Y Z VX VY VZ
2818 2017-02-16T17:41:53 2017-02-16T17:41:53 95.346 11.160 505070.600 -5694215.656 3628355.533 1333622.173 -709.056 1622.388 -7398.649
2818 2017-02-16T17:41:54 2017-02-16T17:41:54 95.334 11.096 505070.000 -5694921.250 3629975.754 1326222.461 -702.086 1617.946 -7400.281
2818 2017-02-16T17:41:55 2017-02-16T17:41:55 95.321 11.033 505069.500 -5695619.874 3631591.531 1318821.121 -695.114 1613.501 -7401.905
2818 2017-02-16T17:41:56 2017-02-16T17:41:56 95.308 10.970 505069.000 -5696311.525 3633202.863 1311418.162 -688.142 1609.055 -7403.519
2818 2017-02-16T17:41:57 2017-02-16T17:41:57 95.296 10.907 505068.500 -5696996.204 3634809.747 1304013.593 -681.169 1604.606 -7405.124
2818 2017-02-16T17:41:58 2017-02-16T17:41:58 95.283 10.844 505068.100 -5697673.909 3636412.181 1296607.424 -674.195 1600.155 -7406.720
2818 2017-02-16T17:41:59 2017-02-16T17:41:59 95.271 10.781 505067.700 -5698343.972 3638008.568 1289207.070 -667.227 1595.707 -7408.306
2818 2017-02-16T17:42:00 2017-02-16T17:42:00 95.258 10.717 505067.300 -5699007.733 3639602.101 1281797.728 -660.252 1591.253 -7409.884
2818 2017-02-16T17:42:01 2017-02-16T17:42:01 95.245 10.654 505066.900 -5699664.519 3641191.179 1274386.813 -653.276 1586.797 -7411.453
2818 2017-02-16T17:42:02 2017-02-16T17:42:02 95.233 10.591 505066.600 -5700314.328 3642775.800 1266974.332 -646.298 1582.338 -7413.013
2818 2017-02-16T17:42:03 2017-02-16T17:42:03 95.220 10.528 505066.300 -5700957.159 3644355.961 1259560.297 -639.320 1577.878 -7414.563
2818 2017-02-16T17:42:04 2017-02-16T17:42:04 95.208 10.465 505066.100 -5701593.011 3645931.660 1252144.716 -632.342 1573.416 -7416.105
2818 2017-02-16T17:42:05 2017-02-16T17:42:05 95.195 10.402 505065.800 -5702221.884 3647502.897 1244727.597 -625.362 1568.952 -7417.637
2818 2017-02-16T17:42:06 2017-02-16T17:42:06 95.183 10.339 505065.700 -5702843.777 3649069.668 1237308.950 -618.382 1564.486 -7419.161
2818 2017-02-16T17:42:07 2017-02-16T17:42:07 95.170 10.275 505065.500 -5703458.689 3650631.972 1229888.785 -611.401 1560.018 -7420.675
2818 2017-02-16T17:42:08 2017-02-16T17:42:08 95.157 10.212 505065.400 -5704066.620 3652189.807 1222467.110 -604.419 1555.548 -7422.180
2818 2017-02-16T17:42:09 2017-02-16T17:42:09 95.145 10.149 505065.300 -5704667.568 3653743.171 1215043.934 -597.437 1551.076 -7423.676
2818 2017-02-16T17:42:10 2017-02-16T17:42:10 95.132 10.086 505065.200 -5705261.533 3655292.062 1207619.266 -590.454 1546.603 -7425.163
2818 2017-02-16T17:42:11 2017-02-16T17:42:11 95.120 10.023 505065.200 -5705848.514 3656836.479 1200193.117 -583.470 1542.127 -7426.641
2818 2017-02-16T17:42:12 2017-02-16T17:42:12 95.107 9.960 505065.200 -5706428.511 3658376.419 1192765.494 -576.485 1537.650 -7428.110
2818 2017-02-16T17:42:13 2017-02-16T17:42:13 95.095 9.896 505065.200 -5707001.523 3659911.880 1185336.406 -569.500 1533.171 -7429.569
2818 2017-02-16T17:42:14 2017-02-16T17:42:14 95.082 9.833 505065.300 -5707567.549 3661442.861 1177905.864 -562.514 1528.689 -7431.020
2818 2017-02-16T17:42:15 2017-02-16T17:42:15 95.070 9.770 505065.400 -5708126.588 3662969.360 1170473.876 -555.527 1524.206 -7432.461
2818 2017-02-16T17:42:16 2017-02-16T17:42:16 95.057 9.707 505065.500 -5708678.640 3664491.375 1163040.450 -548.540 1519.722 -7433.893
